OBJECTID,ID,CODIGO_DANE,NOMBRE,ULTIMO_TIPO_ACTO_ADMIN,ULTIMO_NUMERO_ACTO_ADMIN,ULTIMA_FECHA_ACTO_ADMIN,AREA_TOTAL_ACTOS_ADMIN,ULTIMO_NUMERO_PLANO,PUEBLO,DEPARTAMENTO,MUNICIPIO,GlobalID
484,10896,1893,Resguardo Indígena Muchajagua del pueblo Zenu,ACUERDO,198,2021/11/30 00:00:00+00,110,ACCTI 236821112,ZENÚ,23,23686,{9C9D14E3-B86A-4EB8-9D5F-04F71E2822A9}
485,11136,SIN INFORMACION,Resguardo Indígena Buena Vista Meche,ACUERDO,395,2024/09/26 00:00:00+00,128.1048,ACCTI 02373217597,PIJAO,73,73217,{BE0920B0-E985-4669-AA4A-20FAE8020DC8}
486,10113,1092,Resguardo Indígena Huitoto de Coropoya,RESOLUCION,242,2022/11/16 00:00:00+00,28517.5132,ACCTI 187561629,HUITOTO,18,18756,{2711312C-D923-46F4-8A98-619289A5981F}
487,10958,SIN INFORMACION,Resguardo Indígena Irrualu,ACUERDO,363,2024/04/29 00:00:00+00,557.748,ACCTI 02344430232,WAYÚU,44,44430,{AFA718BD-46EA-4763-8C7F-F4B05BAD6E2D}
488,10491,1350,Resguardo Indígena De Cumbal,RESOLUCION,0031,1991/12/19 00:00:00+00,791.5944,SIN INFORMACION,PASTOS,52,52612,{C1BFF29C-9681-4D04-B267-0E148FD4E139}
489,10717,1448,Resguardo Indígena Waunana de Chachajo,RESOLUCION,0103,1981/12/15 00:00:00+00,2240,262.714 junio de 1981,WAUNANA,76,76109,{40F0780A-FF04-40BA-8D71-B551C4C0DBAE}
490,10763,1494,Resguardo Indígena La Pascua,ACUERDO,451,2024/12/19 00:00:00+00,24819.9682,ACCTI02499524946,"GUAHIBO, CUIVA, PIAPOCO",99,99001,{32368847-E767-4EC4-8C7C-F410C539CC76}
491,10923,1886,Resguardo Indígena Sumain Wayuu Uuliana,ACUERDO,173,2021/07/22 00:00:00+00,84.6499,ACCTI 44430888,WAYUU,44,44430,{4928E5CB-3BDE-4CA9-AD03-454A418FA5E3}
492,10203,1817,Resguardo Indígena Eperara Siapidara de Nueva Bellavista y Partidero,RESOLUCION,0374,2015/09/21 00:00:00+00,42.5,19-0318-05363,EPERARA SIAPIDARA,19,19318,{B52725A3-37A3-4A73-BDF0-731EC0BC5ACB}
493,10336,1215,"Resguardo indígena Embera Rios Uva Pogue, Quebrada Taparal",RESOLUCION,0023,1981/02/03 00:00:00+00,47500,262420 del INCORA,EMBERA,27,27099,{2D935D0E-7044-4B33-A4F6-CA3175B78059}
494,10325,1204,Resguardo Indígena Waunana del Rio Orpua,RESOLUCION,0021,1987/03/18 00:00:00+00,22290,P-198.646,WAUNANA,27,27077,{B6A5D41A-A420-47FD-ABB6-E0C666772990}
495,10371,1282,Resguardo Indígena Bachaco BuenaVista,RESOLUCION,0029,1986/04/30 00:00:00+00,73280,370052,PUINAVE,94,94001,{921C189C-6603-4F46-A649-74EAFE9D5AE0}
496,10627,1742,Resguardo Indígena Pijao Balsillas Limon,RESOLUCION,0086,2006/12/20 00:00:00+00,317.5534,10-0-00042 de junio de 2006,PIJAO,73,73504,{9093C5DB-1B39-4B24-AEAE-4EEC12CB4E0B}
497,10733,1452,Resguardo Indígena Waunana del Rio Dagua,RESOLUCION,34,2003/07/22 00:00:00+00,131.8271,G-602.989,WAUNANA,76,76109,{1C3AF4F3-F654-454F-B8AF-309B1521D682}
498,10448,1540,Resguardo Indígena Wayuu de Mañature,RESOLUCION,0012,1999/05/05 00:00:00+00,649.1428,582747,WAYUU,44,44001,{7E903221-B16A-4626-8E16-32C3D6E2A3EE}
499,10478,1336,Resguardo Indígena Sikuani de Domo Planas,RESOLUCION,211,2021/12/20 00:00:00+00,38812.0019,ACCTI  505681180,SIKUANI,50,50568,{0FD5358D-3F7C-4477-8521-1F06E764A1A8}
500,10420,1529,"Resguardo Indígena Wananos, Carapanas, Cubeos y Piratapuyos de Vuelta Del Alivio",RESOLUCION,0046,1998/11/30 00:00:00+00,38750,587-327,WAUNANA,95,95200,{0AA05EB5-4517-49FA-BA56-9E70F79F9006}
501,10140,1083,Resguardo Indígena San Luis,RESOLUCION,28,2003/07/22 00:00:00+00,2456.7962,P-466.393,COREGUAJE,18,18460,{062B3AD0-2E72-400A-89CA-E5D0760E6ECC}
502,10623,1410,Resguardo Indígena Unificado Chami,RESOLUCION,36,2003/04/10 00:00:00+00,25134.3525,"630254
487130-I",EMBERA,66,66572,{6060A225-69BB-42A6-8A40-EBC746DDF8F2}
503,10351,1235,Resguardo Indígena Embera De Lanas,RESOLUCION,22,2001/06/28 00:00:00+00,6832.6075,N630.24,EMBERA,27,27413,{2467CF73-6B06-4377-8A7A-A90CE74AA286}
504,10290,1562,Resguardo Indígena Embera Miasa De Partado,RESOLUCION,0036,1999/05/31 00:00:00+00,2289.365,P466.793,EMBERA,27,27001,{F26E9972-1B11-490F-BDA5-43104FEA88ED}
505,11021,SIN INFORMACION,Resguardo Indígena Suma Iuiai,ACUERDO,432,2024/12/10 00:00:00+00,20.3215,ACCTI02386320910,INGA,86,86320,{F78C9B2C-C2B6-4E99-989A-8F56EAE1C560}
506,10257,1244,Resguardo Indígena Embera de Caimanero de Jampapa,RESOLUCION,0027,1987/04/03 00:00:00+00,1742,198.735 de enero de 1987,EMBERA,27,27001,{72D1162A-7202-43ED-9494-58C623AF1A14}
507,10171,1787,Resguardo Indígena El Oso,RESOLUCION,0294,2012/11/29 00:00:00+00,25.4186,19-0392-06149,YANACONA,19,19392,{1570575F-7B14-4EA5-8C33-F59E429F848E}
508,10060,1795,Resguardo Indígena Vegas De Segovia,ACUERDO,0322,2013/12/03 00:00:00+00,1063,004194PS05895,ZENÚ,05,05895,{191D9EE1-AA19-4310-9E55-DBDA0FA8E8F7}
509,10302,1672,Resguardo Indígena de Patio Bonito,RESOLUCION,0016,2003/04/10 00:00:00+00,846.8991,I-630.407,EMBERA KATIO,27,27430,{49BDB1EA-9501-4DE4-8428-93EC1614C838}
510,11026,SIN ASIGNAR,Resguardo Indígena Selvas Del Putumayo,ACUERDO,318,2023/12/06 00:00:00+00,23.1005,ACCTI 0231863202015,INGA,86,86885,{F4C8710C-ACBF-4D38-BCD3-55E5DE5924C0}
511,10201,1785,Resguardo Indígena Nasa Kiwe Tekh Ksxaw,RESOLUCION,0289,2012/08/28 00:00:00+00,66.4071,19-0698-05334,NASA,19,19698,{C4A6A716-AE30-4B1B-85AF-86AE9F000BF3}
512,10587,1391,Resguardo Indígena Paez de La Aguadita,RESOLUCION,28,2004/12/15 00:00:00+00,1517.573,INC-630.877,PAEZ,86,86001,{973C5C92-2392-41B4-A122-EE9A27D32429}
513,10708,1822,Resguardo Indígena Yaporogos Taira,ACUERDO,0379,2015/09/21 00:00:00+00,125.3559,017327AE73563,PIJAO,73,73563,{A65CF066-291D-47C3-B8AF-AABDE6A9D02E}
514,10156,1110,Resguardo Indígena Saliva de El Medano,RESOLUCION,0051,1992/08/25 00:00:00+00,1963.6628,P-496.741,SALIVA,85,85230,{0EE43461-B222-493E-9252-DA902D43EA3F}
515,10384,1527,"Resguardo Indígena Puinave y Sikuani de Laguna Niñal, Cocuy, Loma Baja y Loma Alta del Caño Guariben",RESOLUCION,0044,1998/11/30 00:00:00+00,138437.5,587-387,PUINAVE Y SIKUANI,GUAINIA,INIRIDA,{6E614B2A-23E2-4ABE-BF12-8BD334B7D2EE}
516,10413,1528,"Resguardo Indígena Puinave y Curripaco de Morichal Viejo - Santa Rosa, Cerro Cucuy, Santa Cruz, Caño Danta",RESOLUCION,0045,1998/11/30 00:00:00+00,670000,587-451,PUINAVE CURRIPACO / EMBERA KATIO,95,95025,{63368073-D96F-45F6-950E-9F3857A5D41E}
517,10356,1216,Resguardo Indígena Embera de los Rios Tungina Y Apartado,RESOLUCION,65,1999/09/16 00:00:00+00,8940.056,P-466.790,EMBERA,27,27099,{5C1FC645-D975-44C1-9F0C-9F31B8042C50}
518,10643,1609,Resguardo Indígena Pijao Diamante,RESOLUCION,0054,2000/12/18 00:00:00+00,365.6716,I-606.299,PIJAO,73,73483,{C9645AEE-C886-4EF3-9DCF-2019D7146BB8}
519,10059,1028,Resguardo Indígena Embera Katio de Sever,RESOLUCION,190,2009/10/21 00:00:00+00,10497.3602,10-0-00114,EMBERA KATIO,05,05234,{196B8F9F-B935-4D90-B9BB-2454B989E39C}
520,10071,1837,Resguardo Indígena Senú Los Almendros,ACUERDO,46,2018/03/05 00:00:00+00,24.8221,018021AE5659,ZENÚ,05,05659,{70C54D42-FA88-4E44-9EE4-1390212C88CE}
521,10586,1823,Resguardo Indígena Kamentsa - Inga de San Francisco,ACUERDO,0010,2016/11/03 00:00:00+00,17162.8328,017737AE86755,KAMENTSA  INGA,86,86755,{78A384BB-B432-49C5-AA80-82E98012E2CC}
522,10867,SIN INFORMACION,Resguardo Indígena Kwe´Sx Uma Kiwe (Nuestra Madre Tierra) del pueblo Nasa,ACUERDO,436,2024/12/10 00:00:00+00,27.3243,ACCTI02319110908,NASA,19,19110,{C51EEA9F-21C6-45B7-A3D7-1EDB6AF388F6}
523,10743,1459,Resguardo Indígena Vaupes,ACUERDO,378,2024/07/10 00:00:00+00,3955168.9113,ACCTI02497001395,CUBEO Y 18 GRUPOS MAS,97,97001,{01B2BB77-75A0-4FBE-BEB5-06C0D810E587}
524,10219,1174,Resguardo Indígena Embera - Cholo Del Rio Guangüi,RESOLUCION,91,1982/07/27 00:00:00+00,24140,SIN INFORMACION,EMBERA,19,19809,{8AA4593E-E4DC-4FCA-9233-469BC6E0E92D}
525,10498,1591,"Resguardo Indígena Awa de El Cedro, Las Peñas, La Brava, Pilví y La Pintada",RESOLUCION,0018,2000/06/29 00:00:00+00,4983.2349,B-615.615 de eneron del 2000,AWA,52,52835,{22BC1470-282E-40B2-8A53-5CBF097CF0EF}
526,10856,1909,Resguardo Indígena Rumiñawi,ACUERDO,233,2022/06/30 00:00:00+00,1222.2907,ACCTI 195331312,INGA,19,19533,{B60A8A48-2329-414C-814C-C15D2EB978A1}
527,10327,1201,Resguardo Indígena Embera del Rio Pavasa y la Quebrada Jella,RESOLUCION,0077,1993/04/14 00:00:00+00,15100,P-466.282,EMBERA,CHOCÓ,BAJO BAUDO,{4E41C190-CC0E-4A77-9215-9D380ACEFAF2}
528,10649,1628,Resguardo Indígena Pijao Guaipa Uno,RESOLUCION,0017,2001/06/28 00:00:00+00,697.842,I-605.984,PIJAO,73,73504,{910BA9D9-F241-4207-9B2D-85EC93091A2F}
529,10284,1199,Resguardo Indígena Embera La Jagua - Guachal y Agua Clara,RESOLUCION,0058,1992/09/29 00:00:00+00,291.875,P-466.243 de marzo  1992,EMBERA EPERARA,27,27077,{91F6DD48-55DC-4858-BFDA-A234B143A4A6}
530,10468,1340,"Resguardo Indígena Guahibo de Wacoyo de los Caserios de Corocito,Yopalito y Gualabo",RESOLUCION,0080,1992/12/18 00:00:00+00,8050,514554 de marzo 17 de 1992,GUAHIBO,50,50568,{6CD45FB1-85A8-4B73-8B41-1428F97ADB9D}
531,10215,1821,"Resguardo Indígena Nasa, Pueblo Nuevo Ceral",RESOLUCION,0378,2015/09/21 00:00:00+00,44.1311,017411AE19780,NASA,19,19110,{87438301-1447-485E-99F4-42E92D1AD413}
532,10275,1247,Resguardo Indígena Embera El Veintiuno,RESOLUCION,0003,1994/01/25 00:00:00+00,200.0107,B-441.886,EMBERA,27,27001,{B71DC862-985F-42DF-8BF9-E0F71B165911}
533,10599,1389,Resguardo Indígena Inga de Puerto Limon,RESOLUCION,272,2023/05/03 00:00:00+00,409.057,ACCTI 1860011743,INGA,86,86001,{47224EA4-450A-4EC4-878D-3559399DEC4F}
534,11508,,Resguardo Indígena Alnamawami del Pueblo Awá,RESOLUCION,508,2025/08/20 00:00:00+00,40.3382,ACCTI023863204072,AWÁ,86,86320,{81607789-642C-4E22-B7FA-8B698237725A}
535,10363,1800,Resguardo Indígena Zenu del Alto San Jorge,ACUERDO,0336,2014/05/27 00:00:00+00,960.1813,007158AE23580,SENU,23,23580,{A51A5BEC-B9A6-4FE6-A2EE-43FA9C51FCC8}
536,10157,1111,Resguardo Indígena El Saladillo,RESOLUCION,0029,1984/05/08 00:00:00+00,1595,P-198512,SALIVA,85,85230,{7B2B34D6-6CD4-4821-BEFA-8550FB5B273B}
537,10748,1497,Resguardo Indígena Guahibo de Caño La Hormiga,RESOLUCION,0085,1985/12/17 00:00:00+00,4327,P-198580 de febrero de 1985,GUAHIBO,99,99001,{D1592C68-03BD-44F3-80E9-BB6E8C5BA33D}
538,10853,SIN ASIGNAR,Resguardo Indígena Santa Barbara,ACUERDO,334,2023/12/18 00:00:00+00,12.9747,ACCTI 0231193972261,YANACONA,19,19397,{9B85F9C6-EF5F-48A3-BBFF-C17692ED170E}
539,10239,1185,"Resguardo Indígena Yukpa de Menkue, Misaya y La Pista",RESOLUCION,0044,1997/12/10 00:00:00+00,309.6883,INCORA 1-576-718,YUKPA,20,20013,{4B207105-7D32-4A9F-97AA-AF7E306DD075}
540,10671,1630,Resguardo Indígena Pijao Palermo,RESOLUCION,0019,2001/06/28 00:00:00+00,128.9141,P-423.130 / P-423.129,PIJAO,73,73504,{4CFAD3F6-6A71-4A0D-B7DD-D1E089C4DC57}
541,10343,1620,Resguardo Indígena Embera Katio de Sanandocito,RESOLUCION,0008,2001/02/20 00:00:00+00,7621.8642,I-630.250,EMBERA KATIO,27,27745,{FE55F95B-C691-4DC3-99E8-06A94039DFA2}
542,10419,1719,Resguardo Indígena Tucan de Caño Giriza y Puerto La Palma,ACUERDO,0013,2005/06/30 00:00:00+00,5877.5,587-181,DESANO CUBEO TUCANO SIIRIANO PIRIATAPUYO CARIJONA Y MAKU,95,95200,{2FC90F94-6BDE-44DE-8235-385C6CB98A36}
543,10036,1045,Resguardo Indígena Embera de Guaguando,RESOLUCION,46,1989/06/26 00:00:00+00,13260,P-198.846,EMBERA,05,05873,{6531B17E-75BB-48CE-A56E-250A8999C28B}
544,10375,1286,Resguardo Indígena Guahibo y Puinave de Carrizal,RESOLUCION,0086,1986/10/08 00:00:00+00,9870,P-198596 de julio de 1985,GUAHIBO,94,94001,{D8499CB7-4182-435F-9B2C-D7B556C1A842}
545,10507,1760,Resguardo Indígena Awa de Inda Guacaray,ACUERDO,0221,2010/10/26 00:00:00+00,936.7616,4-5-00010-B de febrero de 2007,AWA,52,52835,{06062CA2-C193-4171-8C7C-FEF762B9E53D}
546,11705,SIN ASIGNAR,Resguardo Indígena Unión Wouunan Noonan,RESOLUCION,279,2023/06/21 00:00:00+00,70.1771,ACCTI 761131542,WOUNAAN,76,76113,{A24ABB26-9721-4B7F-9079-17059259B266}
547,10293,1563,Resguardo Indígena Embera de Mungarado,RESOLUCION,0037,1999/05/31 00:00:00+00,563.997,P-466.792,EMBERA,27,27001,{15E5659A-A30C-4F64-AB3A-9687298E6E55}
548,10654,1629,Resguardo Indígena Pijao La Flecha Altozano,RESOLUCION,0018,2001/06/28 00:00:00+00,231.6811,I-605593,PIJAO,73,73504,{22A8FC48-EA99-4F76-99D6-5697EF7DFFE3}
549,10076,1054,Resguardo Indígena Tunebo De Angosturas,RESOLUCION,0040,1986/07/03 00:00:00+00,3282.5,P-198.614,TUNEBO,81,81794,{71BDD1CD-E08E-40D2-A340-93A5D513B0EA}
550,10476,1541,Resguardo Indígena Paez Ondas Del Cafre,ACUERDO,361,2024/04/29 00:00:00+00,21535.2746,ACCTI 02450330227,PAEZ,50,50330,{B9CD209A-646D-4296-ACC4-01818B7024CC}
551,10656,1415, Resguardo Indígena Pijao de La Tutira Bonanza,RESOLUCION,54,2018/03/05 00:00:00+00,375.1836,ACCTI 7321760,PIJAO,73,73217,{4CA144EC-6A67-4EE2-950A-D8274CC731A9}
552,10699,1423,Resguardo Indígena de Totarco Dinde Independiente,RESOLUCION,0003,1997/04/14 00:00:00+00,183.9925,I-551.348,PIJAO,73,73217,{157676C3-AABA-4CB1-B7BA-2D9FCD73E90E}
553,10973,,Resguardo Indígena Nuevo Milenio del Pueblo Misak,RESOLUCION,500,2025/07/30 00:00:00+00,2403.9953,ACCTI023503704035,MISAK,50,50370,{A9D64FA2-A3E0-423B-A68C-8B0A7B5E5E9B}
554,10765,1483,Resguardo Indígena Sikuani de Muco - Mayoragua,RESOLUCION,0045,1997/12/10 00:00:00+00,10600,P-466.577,SUKUANI,99,99773,{DF17367B-D863-408A-B2C1-E1E941E9703B}
555,10193,1154,Resguardo Indígena Guambiano de La Maria,RESOLUCION,0028,1997/10/03 00:00:00+00,141.025,P-481.285,GUAMBIANO,19,19548,{28983DD7-0F22-4309-9F85-63ABC119A31A}
556,10597,1744,Resguardo Indígena Piedra Sagrada La Gran Familia de los Pastos,RESOLUCION,0090,2006/12/20 00:00:00+00,127.03,SIN INFORMACION,PASTOS,86,86885,{A328297D-483B-4D54-A48D-91E3981BADED}
557,10043,1503,Resguardo Indígena Embera-Chami La Maria (Marcelilno Tascon),RESOLUCION,47,2006/01/25 00:00:00+00,155.0557,I-686.134,EMBERA CHAMI,05,05856,{D7044CAD-C9F8-4D4E-AC3A-5491CA946B7B}
558,10540,1759,Resguardo Indígena Awa de Santa Rosita,ACUERDO,0220,2010/10/26 00:00:00+00,251.9849,40638,AWA,52,52835,{0020BD6F-E01A-411C-AA3A-F96B378559BB}
559,10350,1266,Resguardo Indígena Embera de Tarena,RESOLUCION,60,2000/12/18 00:00:00+00,16011.33,I-630.241,EMBERA,27,27787,{2C8B71DB-0B41-426E-996B-DFD92332072E}
560,11127,1899,Resguardo Indígena Calara San Martin,ACUERDO,174,2021/07/22 00:00:00+00,118.4975,ACCTI 7350468,PIJAO,73,73504,{C4F7E68F-E4E3-4683-9253-3F4D1E6D7A7E}
561,10432,1651,Resguardo Rumiyaco,RESOLUCION,157,2021/05/10 00:00:00+00,293.5796,ACCTI 41551808,YANACONA,41,41551,{0584FFB3-2903-4B9F-99BB-7BA2D9010CCC}
562,10368,1839,Resguardo Indígena Muisca De Cota,RESOLUCION,50,2018/03/05 00:00:00+00,372.6694,ACCTI 2521431,MUISCA,25,25214,{772B38F3-F68B-4EAB-A702-D4EF99DAFCCA}
563,10820,SIN INFORMACION,Resguardo Indígena de La Trina,ACUERDO,368,2024/04/29 00:00:00+00,2.6419,ACCTI 0231177772117,EMBERA CHAMI,17,17777,{F2098209-7992-4FFB-8302-07E1869174C3}
564,10021,1001,Resguardo Indígena Predio Putumayo,RESOLUCION,105,2007/03/29 00:00:00+00,5870250,10-0-00127,WITOTO,91,91001,{43635AD7-80F7-40BF-B2D7-9A474FCFC8E3}
565,11093,SIN ASIGNAR,Resguardo Indígena Bajo Santa Helena,ACUERDO,348,2023/12/22 00:00:00+00,923.4883,ACTTI 0231865682276,SIONA,86,86568,{6DE01E2B-F730-426C-B27C-728D1EE6DE11}
566,11462,SIN ASIGNAR,Resguardo Indígena Florida Kawinanae,ACUERDO,319,2023/12/06 00:00:00+00,12383.2289,ACCTI 0231505682142,SIKUANI Y PIAPOCO,50,50568,{319D2FDC-F46F-4468-A808-96657778454E}
567,10005,1007,Resguardo Indígena Cocama Isla De Ronda,ACUERDO,479,2025/05/27 00:00:00+00,297.1012,ACCTI024910012319,COCAMA,91,91001,{F2382054-8F05-402B-B8C9-D1C6FD2CAE16}
568,10412,1303,"Resguardo Indígena Lagos el Dorado, Lagos del Paso y El Remanso",RESOLUCION,0076,1993/04/14 00:00:00+00,43980,P-466.235,TUCANO Y OTROS,95,95001,{FFFCF09B-79AA-4219-9255-9AC119E5E12F}
569,11449,SIN INFORMACION,Resguardo Indígena Jose de los Santos del pueblo Senu,ACUERDO,387,2024/08/13 00:00:00+00,636.1541,AACTI 02305120489,ZENU,05,05120,{133A24BA-1F65-4409-AC5E-DA914241500D}
570,11017,SIN ASIGNAR,Resguardo Indígena Cofan Tssenene,ACUERDO,332,2023/12/18 00:00:00+00,25.6673,ACCTI 0231865862262,KOFAN,86,86568,{DE611B89-F7CC-4775-B2F2-8B7B2119D134}
571,10691,1550,Resguardo Indígena Pijao de San Diego,RESOLUCION,0022,1999/05/05 00:00:00+00,97.9567,I-579.813,PIJAO,73,73504,{726C1173-2D6D-4B8D-9CD1-BA6148D98D22}
572,10536,1381,Resguardo Indígena Eperara Siapidara de San Agustin La Floresta,RESOLUCION,0026,1996/05/24 00:00:00+00,53.724,P-466.481,EPARARA,52,52835,{9D59519D-F052-43B4-B320-EF4F5B8749A0}
573,10291,1265,Resguardo Indígena Embera de Mondó Mondocito,RESOLUCION,59,2000/12/18 00:00:00+00,1760.5001,I-630.242,EMBERA,27,27787,{66948570-DD3A-4BEC-B0A0-3CEE6275CCE2}
574,10674,1548,Resguardo Indígena Pijao de Pocara,RESOLUCION,0020,1999/05/05 00:00:00+00,275.8721,P-579.402,PIJAO,73,73504,{E776596A-CDC7-4BFC-9CBB-C49F97AAA7F1}
575,10670,1443,Resguardo Indígena Paez De La Gaitanía,RESOLUCION,0046,1990/06/26 00:00:00+00,4900,P-466.032,PAEZ,73,73555,{0B8C4C8D-7AFA-475A-A5FC-23EC94418A3E}
576,10141,1087,Resguardo Indígena Inga De San Miguel,RESOLUCION,271,2023/05/03 00:00:00+00,2136.768,ACCTI 186101321,INGA,18,18610,{8246AAF7-666C-4047-88F0-56CA0703C53F}
577,10333,1195,"Resguardo Indígena Embera de los Rios Jurubida, Chori y Alto Baudo",RESOLUCION,0015,1982/04/21 00:00:00+00,80350,262674,EMBERA,27,27025,{7A03119C-E7D2-4638-9120-95A7EC344EEE}
578,10701,1424,Resguardo Indígena de Totarco Niple,RESOLUCION,0004,1997/04/14 00:00:00+00,246.0099,I-155-166,PIJAO,73,73217,{0C44E55D-135B-4AF2-9B89-D68D3EF25D66}
579,10616,1814,Resguardo Indígena Inga De Colon,ACUERDO,0009,2015/12/21 00:00:00+00,1531.5268,017627AE86219 de julio de 2015,INGA,86,86219,{77D1B902-EC84-44BF-A8AA-E24D491FBBC2}
580,10101,1559,Resguardo Indígena Uwa de Valles Del Sol,RESOLUCION,0033,1999/05/31 00:00:00+00,25234,553-403,U´WA,81,81736,{DACE68C5-85E5-4B58-B6A5-D9220FDED612}
581,10634,1411,Resguardo Indígena Pijao de Chenche Amayarco,RESOLUCION,227,2010/10/26 00:00:00+00,463.4074,10-0-00187,PIJAO,73,73217,{E417C5F5-D578-476D-B43D-258228919794}
582,10015,1020,Resguardo Indígena Tikuna de los Rios Cotuhe y Putumayo,RESOLUCION,77,1992/12/18 00:00:00+00,245227,P-466.061,TICUNA,91,91001,{000CDFAE-47CB-4115-8059-8E40C5B4FDD3}
583,10414,1301,Resguardo Indígena Nukak Maku,RESOLUCION,56,1997/12/18 00:00:00+00,954480,P-466.247  de abril de 1992 y P-466-587 plancha n2 de diciembre de 1997,NUKAK,95,95001,{01B8530D-877F-468B-A6A3-8471371063F0}
584,10227,1161,Resguardo Indígena Inga de Descanse,RESOLUCION,270,2023/05/03 00:00:00+00,5492.8039,"ACCTI 197011620
ACCTI 197011621",INGA,19,19809,{6AC5236A-8A1E-415D-86EF-75341AE15A21}
585,10446,1326,Resguardo Indígena Wayu Pizia de Las Delicias,RESOLUCION,0074,1996/12/16 00:00:00+00,187.31,P-466.389,WAYUU,44,44001,{FAF3FBB1-C9E1-4940-B9C9-8EAC670E6615}
586,10411,1299,Resguardo Indígena Tucano de La Yuquera,RESOLUCION,0027,1994/07/19 00:00:00+00,7708,P-466.358,TUCANO,95,95015,{CA403132-2AD9-48B3-9C37-48A212CEAC88}
587,10713,1842,Resguardo Indígena Chenche Zaragoza,RESOLUCION,53,2018/03/05 00:00:00+00,65.754,017585AE73217,PIJAO,73,73217,{A7D56754-552B-43BC-A19B-AA86C5DB009F}
588,10098,1064,Resguardo Indígena Guahibo - Roqueros  El Dorado,RESOLUCION,0012,1985/02/20 00:00:00+00,101.92,P-198.548,GUAHIBO,81,81794,{95905516-A944-44D4-B91E-7D88D5A85560}
589,10881,SIN ASIGNAR,"Resguardo Indígena Inga Rigcharikuna ""Nuevo Despertar""",ACUERDO,330,2023/12/18 00:00:00+00,13693.7861,ACCTI 0231197012265,INGA,18,19701,{982D5F4D-A4CC-43CE-88E7-3EB3B49EECEE}
590,11032,1897,Resguardo Indígena F+Ruide Naira+,ACUERDO,172,2021/07/22 00:00:00+00,12833.4377,ACCTI 865731015,MURUI,86,86573,{471EC0B3-495B-4BA2-B3CB-0601F7E2C8A5}
591,11505,1900,Resguardo Indígena Itti Takke,ACUERDO,177,2021/09/23 00:00:00+00,174.6587,ACCTI 202381066,ETTE ENNAKA CHIMILA,20,20238,{91563799-41D5-4547-97C8-3FC07EAA7D68}
592,10899,1882,Resguardo Indígena Dochama,ACUERDO,149,2020/12/30 00:00:00+00,494.7559,ACCTI  23682489,EMBERA KATIO,27,25736,{B781E5F2-AFB0-458B-B3D0-91FAD7BE46B5}
593,10662,1790,Resguardo Indígena Meche San Cayetano,ACUERDO,0302,2013/04/17 00:00:00+00,126.06,10-0-00651,PIJAO,73,73217,{69C6BF4A-B4BA-4E71-99E9-84DD7DC337C3}
594,10474,1542,Resguardo Indígena Paez Los Planes,RESOLUCION,0013,1999/05/05 00:00:00+00,1725,"596,03",PAEZ,50,50370,{EB933212-05AA-46E8-898C-ECAF0C629B86}
595,10066,1848,Resguardo Indígena La Lucha,RESOLUCION,69,2018/07/26 00:00:00+00,84.2298,ACCTI 05250211,ZENÚ,05,05250,{A48DFCDF-3BC4-4314-A9ED-35C3BB08080F}
596,10694,1421,Resguardo Indígena Pijao de Santa Marta Diamante,RESOLUCION,0037,1997/12/10 00:00:00+00,292.0886,1-521-988,PIJAO,73,73217,{D52C163D-7B54-44BF-BFE2-31D83575186C}
597,10305,1256,Resguardo Indígena Embera de Peranchito,RESOLUCION,45,1999/05/31 00:00:00+00,1629,P - 466.873,EMBERA KATIO,27,27615,{8D146E6E-0329-418F-83AD-B07D2C844469}
598,11560,SIN ASIGNAR,Resguardo Indígena Kofan Santiago De Cali,RESOLUCION,285,2023/08/01 00:00:00+00,6.4984,ACCTI 760011827,KOFAN,76,76001,{59AC5141-9723-4A0D-98F3-019E07CB4489}
599,10580,1824,Resguardo Indígena Inga de San Andrés,ACUERDO,0012,2016/11/03 00:00:00+00,13562.7707,017628AE86760,Inga,86,86760,{49D3C37D-1B28-426A-8504-FA57FC276EAF}
600,10760,1486,Rios Tomo Y Weberi,RESOLUCION,0039,1983/07/21 00:00:00+00,60540,G 139990,GUAHIBO,99,99001,{0D5B01FA-62F8-404F-A32C-430ACB029290}
601,10298,1214,Resguardo Indígena Embera de Opogado Doguado,RESOLUCION,44,2003/04/10 00:00:00+00,29607.1313,P-198619 de octubre de 1985,EMBERA,27,27099,{60E6D983-8A09-4FB7-8327-634AEE01317D}
602,10538,1576,Resguardo Indígena Eperara Siapidara de Sanquianguita,RESOLUCION,0080,1999/12/09 00:00:00+00,1029.2937,P-466.803,EPARARA SIAPIDARA,52,52490,{67CCC0B7-85A2-4CAD-AE89-4E03BCFF446B}
603,10551,1577,Resguardo Indígena Inga de Albania,RESOLUCION,0081,1999/12/09 00:00:00+00,249.8608,R-421.599,INGA,86,86885,{16F7770A-4708-4951-877E-FAD5949E9225}
604,10542,1517,"Resguardo Indígena Awa de Tortugaña,Telembi, Punde, Pitadero, Bravo, Tronqueria y Zabaleta",RESOLUCION,301,2023/09/25 00:00:00+00,22217.8803,ACCTI 0241520792044,AWA,52,52079,{5C040E58-4B9B-4A3B-93FF-8281214EC2B1}
